x,y,z
27.833059310913086,9.377030372619629,-10.068750381469727
27.833314895629883,10.170970916748047,-10.06760025024414
27.83357048034668,10.964977264404297,-10.066450119018555
27.833826065063477,11.759078979492188,-10.065299987792969
27.834081649780273,12.553180694580078,-10.064149856567383
27.83433723449707,13.347282409667969,-10.062999725341797
27.834596633911133,14.153236389160156,-10.061832427978516
27.834854125976562,14.953264236450195,-10.060673713684082
27.83510971069336,15.747365951538086,-10.059523582458496
27.835369110107422,16.553319931030273,-10.058356285095215
27.83562469482422,17.347421646118164,-10.057206153869629
27.835878372192383,18.135597229003906,-10.05606460571289
27.83612823486328,18.91192054748535,-10.054940223693848
27.836383819580078,19.706022262573242,-10.053790092468262
27.836639404296875,20.500123977661133,-10.052639961242676
27.836894989013672,21.294225692749023,-10.05148983001709
27.83715057373047,22.088327407836914,-10.050339698791504
27.837406158447266,22.882429122924805,-10.049189567565918
27.837663650512695,23.682456970214844,-10.048030853271484
27.837919235229492,24.476558685302734,-10.046880722045898
27.83817481994629,25.181259155273438,-10.119994163513184
27.838363647460938,25.628662109375,-10.198513984680176
27.838363647460938,25.88661003112793,-10.226598739624023
27.838363647460938,26.0305118560791,-10.234190940856934
27.838363647460938,26.156631469726562,-10.234618186950684
27.39628791809082,26.212228775024414,-10.38405704498291
26.855552673339844,26.212739944458008,-10.413185119628906
26.20699691772461,26.21299934387207,-10.421417236328125
25.48463249206543,26.2132568359375,-10.42300796508789
24.726680755615234,26.21351432800293,-10.422523498535156
23.955066680908203,26.213769912719727,-10.421455383300781
23.161211013793945,26.21402931213379,-10.420198440551758
22.373258590698242,26.214284896850586,-10.418920516967773
21.582172393798828,26.214540481567383,-10.417642593383789
20.818973541259766,26.214786529541016,-10.416412353515625
20.02526092529297,26.215042114257812,-10.41513442993164
19.23101806640625,26.21529769897461,-10.413909912109375
18.43647575378418,26.215553283691406,-10.412759780883789
17.63593292236328,26.215810775756836,-10.411601066589355
16.841064453125,26.216066360473633,-10.41045093536377
16.04619598388672,26.21632194519043,-10.409300804138184
15.251327514648438,26.216577529907227,-10.408150672912598
14.456459045410156,26.216833114624023,-10.407000541687012
13.649726867675781,26.217092514038086,-10.40583324432373
12.8548583984375,26.217348098754883,-10.404683113098145
12.059989929199219,26.21760368347168,-10.403532981872559
11.253257751464844,26.217863082885742,-10.402365684509277
10.458389282226562,26.21811866760254,-10.401215553283691
9.663520812988281,26.218374252319336,-10.400065422058105
8.856788635253906,26.2186336517334,-10.398898124694824
8.061920166015625,26.218889236450195,-10.397747993469238
7.267051696777344,26.219144821166992,-10.396597862243652
6.454387664794922,26.219406127929688,-10.395421981811523
5.659519195556641,26.219661712646484,-10.394271850585938
4.864650726318359,26.21991729736328,-10.393121719360352
4.081645965576172,26.220169067382812,-10.391988754272461
3.2867774963378906,26.22042465209961,-10.390838623046875
2.4919090270996094,26.220680236816406,-10.389688491821289
1.7207679748535156,26.220928192138672,-10.388572692871094
0.9258987307548523,26.22118377685547,-10.387422561645508
0.13102227449417114,26.221439361572266,-10.386272430419922
-0.6757176518440247,26.221698760986328,-10.38510513305664
-1.3815162181854248,26.221954345703125,-10.458306312561035
-1.8266735076904297,26.22220230102539,-10.53681755065918
-2.0901076793670654,26.22220230102539,-10.565507888793945
-2.2328855991363525,26.22220230102539,-10.572941780090332
-2.4399924278259277,26.22220230102539,-10.632502555847168
-2.8073394298553467,26.22235870361328,-10.70529842376709
-3.357142448425293,26.222614288330078,-10.732114791870117
-4.000319480895996,26.222864151000977,-10.73960018157959
-4.719262599945068,26.223119735717773,-10.741016387939453
-5.389157295227051,26.223377227783203,-10.801063537597656
-5.806326389312744,26.22359848022461,-10.869806289672852
